id,s_no,tpa,entity_code,hospital_name,district,subentities,single_multi,pvt_govt,directrate,edc,edc_date,year,created_on,updated_on
10967,94,HI TPA,H_18989,"Richmond Hospital Trichy Road,Coimbatore TN.",Coimbatore,PVT HOSPITAL,Multi,PVT HOSPITAL,PVT,5,2017-04-19,2017,2025-12-05 10:57:37,2025-12-05 10:57:37
10997,124,HI TPA,H_23522,"Royal Care Hospital, LandT Road, Coimbatore TN.",Coimbatore,PVT HOSPITAL,Multi,PVT HOSPITAL,PVT,49,2021-07-07,2021,2025-12-05 10:57:37,2025-12-05 10:57:37
10956,83,HI TPA,H_21520,"Royal Care Super Specialty Hospital,Coimbatore TN.",Coimbatore,PVT HOSPITAL,Multi,PVT HOSPITAL,PVT,5,2017-04-19,2017,2025-12-05 10:57:37,2025-12-05 10:57:37
10936,63,HI TPA,H_18967,"S.P.T Hospital Ramnagar,Coimbatore TN.",Coimbatore,PVT HOSPITAL,Multi,PVT HOSPITAL,PVT,4,2017-04-12,2017,2025-12-05 10:57:37,2025-12-05 10:57:37
11020,147,HI TPA,H_26055,"Sai Medical Centre, Coimbatore, TN.",Coimbatore,PVT HOSPITAL,Multi,PVT HOSPITAL,PVT,79,2024-08-28,2024,2025-12-05 10:57:37,2025-12-05 10:57:37
10931,58,HI TPA,H_18927,"Sangeetha Super Specialilty Hosp,Coimbatore TN.",Coimbatore,PVT HOSPITAL,Multi,PVT HOSPITAL,PVT,2,2017-03-27,2017,2025-12-05 10:57:37,2025-12-05 10:57:37
10985,112,HI TPA,H_22669,"Sathya Medical Center, Coimbatore TN.",Coimbatore,PVT HOSPITAL,Multi,PVT HOSPITAL,PVT,21,2018-07-16,2018,2025-12-05 10:57:37,2025-12-05 10:57:37
10988,115,HI TPA,H_22744,"Sathyam Kidney Care Centre, Coimbatore TN.",Coimbatore,PVT HOSPITAL,Single,PVT HOSPITAL,PVT,26,2018-12-06,2018,2025-12-05 10:57:37,2025-12-05 10:57:37
10968,95,HI TPA,H_21372,"Sathyan Eye Care Hospital and CGF,Coimbatore TN.",Coimbatore,PVT HOSPITAL,Single,PVT HOSPITAL,PVT,5,2017-04-19,2017,2025-12-05 10:57:37,2025-12-05 10:57:37
10927,54,HI TPA,H_18975,"Shankara Eye Hospital,Coimbatore TN.",Coimbatore,PVT HOSPITAL,Single,PVT HOSPITAL,PVT,1,2017-03-20,2017,2025-12-05 10:57:37,2025-12-05 10:57:37
10958,85,HI TPA,H_20019,"Shree Sivaa Hospital, Coimbatore TN.",Coimbatore,PVT HOSPITAL,Multi,PVT HOSPITAL,PVT,5,2017-04-19,2017,2025-12-05 10:57:37,2025-12-05 10:57:37
10981,108,HI TPA,H_22444,"Shree Vetrivel Hospital,Mettupalayam,CoimbatoreTN.",Coimbatore,PVT HOSPITAL,Single,PVT HOSPITAL,PVT,14,2017-12-19,2017,2025-12-05 10:57:37,2025-12-05 10:57:37
10989,116,HI TPA,H_22822,"Shri Andavar Eye Care Retina centre,Coimbatore,TN.",Coimbatore,PVT HOSPITAL,Single,PVT HOSPITAL,PVT,30,2019-03-20,2019,2025-12-05 10:57:37,2025-12-05 10:57:37
10994,121,HI TPA,H_23573,"SLV Hospital and Cancer Centre, Coimbatore TN.",Coimbatore,PVT HOSPITAL,Multi,PVT HOSPITAL,PVT,42,2020-12-09,2020,2025-12-05 10:57:37,2025-12-05 10:57:37
10928,55,HI TPA,H_21972,"SMF Hospital,Annur,Coimbatore TN.",Coimbatore,PVT HOSPITAL,Multi,PVT HOSPITAL,PVT,1,2017-03-20,2017,2025-12-05 10:57:37,2025-12-05 10:57:37
10904,31,HI TPA, H_24602,"Somanur UPHC, Sulur Coimbatore TN.",Coimbatore,UPHC,Multi,Govt-MTM,Govt,51,2021-08-19,2021,2025-12-05 10:57:37,2025-12-05 10:57:37
10969,96,HI TPA,H_18994,"Sowmiya Hospital Karamadai,Coimbatore TN.",Coimbatore,PVT HOSPITAL,Multi,PVT HOSPITAL,PVT,5,2017-04-19,2017,2025-12-05 10:57:37,2025-12-05 10:57:37
10923,50,HI TPA,H_25591 ,"Spectrum Scans and Diagnostics, Coimbatore DC.",Coimbatore,DC PVT-STANDALONE,Multi,PVT DC -STANDALONE,Pvt,57,2022-03-23,2022,2025-12-05 10:57:37,2025-12-05 10:57:37
10937,64,HI TPA,H_18324,"Sree Abirami Hospital, Coimbatore TN.",Coimbatore,PVT HOSPITAL,Multi,PVT HOSPITAL,PVT,4,2017-04-12,2017,2025-12-05 10:57:37,2025-12-05 10:57:37
10959,86,HI TPA,H_18882,"Sri Bala Medical Ctr Ramanathapuram,Coimbatore TN.",Coimbatore,PVT HOSPITAL,Multi,PVT HOSPITAL,PVT,5,2017-04-19,2017,2025-12-05 10:57:37,2025-12-05 10:57:37
10938,65,HI TPA,H_18326,"Sri Lakshmi Hospital, Coimbatore TN.",Coimbatore,PVT HOSPITAL,Multi,PVT HOSPITAL,PVT,4,2017-04-12,2017,2025-12-05 10:57:37,2025-12-05 10:57:37
10939,66,HI TPA,H_18599,"Sri Ramakrishna Hospital,Coimbatore TN.",Coimbatore,PVT HOSPITAL,Multi,PVT HOSPITAL,PVT,4,2017-04-12,2017,2025-12-05 10:57:37,2025-12-05 10:57:37
10919,46,HI TPA,H_24436,"Swastik Diagnostic Centre, Coimbatore DC.",Coimbatore,DC PVT-STANDALONE,Multi,PVT DC -STANDALONE,Pvt,50,2021-07-30,2021,2025-12-05 10:57:37,2025-12-05 10:57:37
10970,97,HI TPA,H_19622,"The Eye Foundation RS Puram, Coimbatore TN.",Coimbatore,PVT HOSPITAL,Single,PVT HOSPITAL,PVT,5,2017-04-19,2017,2025-12-05 10:57:37,2025-12-05 10:57:37
11022,149,HI TPA,H_24430,"Vasan Eye Care, Coimbatore TN.",Coimbatore,PVT HOSPITAL,Single,PVT HOSPITAL,Pvt,88,2025-06-25,2025,2025-12-05 10:57:37,2025-12-05 10:57:37
10972,99,HI TPA,H_19628,"Vela Hospital Pvt Ltd Singanallur, Coimbatore TN.",Coimbatore,PVT HOSPITAL,Multi,PVT HOSPITAL,PVT,5,2017-04-19,2017,2025-12-05 10:57:37,2025-12-05 10:57:37
10991,118,HI TPA,H_23250,"VG Hospital, Coimbatore TN.",Coimbatore,PVT HOSPITAL,Multi,PVT HOSPITAL,PVT,37,2020-07-22,2020,2025-12-05 10:57:37,2025-12-05 10:57:37
10971,98,HI TPA,H_18595,"VGM Hospital,Coimbatore TN.",Coimbatore,PVT HOSPITAL,Multi,PVT HOSPITAL,PVT,5,2017-04-19,2017,2025-12-05 10:57:37,2025-12-05 10:57:37
10911,38,HI TPA,H_22388,"Vidya Vikasini Opp. school, Autism, Coimbatore TN.",Coimbatore,PVT AUTISM,PVT AUTISM,PVT AUTISM,Pvt,10,2017-08-29,2017,2025-12-05 10:57:37,2025-12-05 10:57:37
10940,67,HI TPA,H_18404,"Vikram ENT Hospital and Institute, Coimbatore TN.",Coimbatore,PVT HOSPITAL,Single,PVT HOSPITAL,PVT,4,2017-04-12,2017,2025-12-05 10:57:37,2025-12-05 10:57:37
12355,1490,Vidal,H_18211,"A G Padmavathys Hospital Pvt Limited,Cuddalore TN.",Cuddalore,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,4,2017-04-12,2017,2025-12-05 10:57:40,2025-12-05 10:57:40
12367,1502,Vidal,H_24412,"Abiraami Hospital, Cuddalore TN.",Cuddalore,PVT HOSPITAL,Single,PVT HOSPITAL,Pvt,50,2021-07-30,2021,2025-12-05 10:57:40,2025-12-05 10:57:40
12363,1498,Vidal,H_18387,"Aravind Eye Hospital, Pondicherry TN.",Cuddalore,PVT HOSPITAL,Single,PVT HOSPITAL,Pvt,5,2017-04-19,2017,2025-12-05 10:57:40,2025-12-05 10:57:40
12356,1491,Vidal,H_18686,"Arupadaiveedu medical college,Cuddalore TN.",Cuddalore,PVT-MC,Multi,PVT-MC,Pvt,4,2017-04-12,2017,2025-12-05 10:57:40,2025-12-05 10:57:40
12353,1488,Vidal,H_22015,"Chandra Hospital,Cuddalore,TN.",Cuddalore,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,2,2017-03-27,2017,2025-12-05 10:57:40,2025-12-05 10:57:40
12368,1503,Vidal,H_23711,"Cuddalore speciality hospital,Cuddalore TN.",Cuddalore,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,79,2024-08-28,2024,2025-12-05 10:57:40,2025-12-05 10:57:40
12364,1499,Vidal,H_20054,EAST COAST HOSPITAL PONDICHERRY TN.,Cuddalore,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,5,2017-04-19,2017,2025-12-05 10:57:40,2025-12-05 10:57:40
12348,1483,Vidal,H_22401,"Global Trust Differently Abled,Autism,Cuddalore TN",Cuddalore,PVT AUTISM,PVT AUTISM,PVT AUTISM,Pvt,12,2017-09-25,2017,2025-12-05 10:57:40,2025-12-05 10:57:40
12327,1462,Vidal,H_25852,"Govt Bhuvanagiri Taluk Hospital , Cuddalore TN.",Cuddalore,Sub-district Hospital,Multi,Govt-DMS,Govt,69,2023-05-12,2023,2025-12-05 10:57:40,2025-12-05 10:57:40
12318,1453,Vidal,H_21148,"Govt Hospital kattumannarkudi,Cuddalore TN.",Cuddalore,Sub-district Hospital,Multi,Govt-DMS,Govt,1,2017-03-20,2017,2025-12-05 10:57:40,2025-12-05 10:57:40
12319,1454,Vidal,H_21146,"Govt Hospital Kurinjipadi, Cuddalore TN.",Cuddalore,Sub-district Hospital,Multi,Govt-DMS,Govt,1,2017-03-20,2017,2025-12-05 10:57:40,2025-12-05 10:57:40
12320,1455,Vidal,H_21147,"Govt Hospital Panruti, Cuddalore TN.",Cuddalore,Sub-district Hospital,Multi,Govt-DMS,Govt,1,2017-03-20,2017,2025-12-05 10:57:40,2025-12-05 10:57:40
12325,1460,Vidal,H_22124,"Govt Hospital Parangipetai,Cuddalore TN.",Cuddalore,Sub-district Hospital,Multi,Govt-DMS,Govt,6,2017-05-15,2017,2025-12-05 10:57:40,2025-12-05 10:57:40
12321,1456,Vidal,H_21149,"Govt Hospital Tittakudi, Cuddalore TN.",Cuddalore,Sub-district Hospital,Multi,Govt-DMS,Govt,1,2017-03-20,2017,2025-12-05 10:57:40,2025-12-05 10:57:40
12326,1461,Vidal,H_25851,"Govt Veppur Taluk Hospital , Cuddalore TN.",Cuddalore,Sub-district Hospital,Multi,Govt-DMS,Govt,69,2023-05-12,2023,2025-12-05 10:57:40,2025-12-05 10:57:40
12322,1457,Vidal,H_18862,"Govt. Chidambaram Hospital, Cuddalore TN.",Cuddalore,Sub-district Hospital,Multi,Govt-DMS,Govt,1,2017-03-20,2017,2025-12-05 10:57:40,2025-12-05 10:57:40
12323,1458,Vidal,H_18863,"Govt. Virudhachalam Hospital, Cuddalore TN.",Cuddalore,Sub-district Hospital,Multi,Govt-DMS,Govt,1,2017-03-20,2017,2025-12-05 10:57:40,2025-12-05 10:57:40
12315,1450,Vidal,H_22520,"Govt.DDWO,Cuddalore TN.",Cuddalore,DDWO,DDWO,DDWO,Govt,,2018-02-22,2018,2025-12-05 10:57:40,2025-12-05 10:57:40
12324,1459,Vidal,H_18475,"Govt.Head Quarters Hospital,Cuddalore TN.",Cuddalore,District Hospital,Multi,Govt-DMS,Govt,1,2017-03-20,2017,2025-12-05 10:57:40,2025-12-05 10:57:40
12316,1451,Vidal,H_22479,"Govt.Head Quarters Hospital,DEIC, Cuddalore TN.",CUDDALORE,DEIC,DEIC,DEIC,Govt,,2018-02-14,2018,2025-12-05 10:57:40,2025-12-05 10:57:40
12328,1463,Vidal,H_24604,"GUPHC, Annagramam, Oraiyur, Cuddalore TN.",Cuddalore,PHC,Multi,Govt-MTM,Govt,51,2021-08-19,2021,2025-12-05 10:57:40,2025-12-05 10:57:40
12329,1464,Vidal,H_24605,"GUPHC, Bhuvanagiri, Krishnapuram, Cuddalore TN. ",Cuddalore,PHC,Multi,Govt-MTM,Govt,51,2021-08-19,2021,2025-12-05 10:57:40,2025-12-05 10:57:40
12331,1466,Vidal,H_24608,"GUPHC, Kammapuram, Cuddalore TN.",Cuddalore,PHC,Multi,Govt-MTM,Govt,51,2021-08-19,2021,2025-12-05 10:57:40,2025-12-05 10:57:40
12332,1467,Vidal,H_24609,"GUPHC, Kattumannarkoil, Ayangudi, Cuddalore TN",Cuddalore,PHC,Multi,Govt-MTM,Govt,51,2021-08-19,2021,2025-12-05 10:57:40,2025-12-05 10:57:40
12333,1468,Vidal,H_24611,"GUPHC, Keerapalayam, Orathur, Cuddalore TN.",Cuddalore,PHC,Multi,Govt-MTM,Govt,51,2021-08-19,2021,2025-12-05 10:57:40,2025-12-05 10:57:40
12334,1469,Vidal,H_24613,"GUPHC, Kumaratchi, Cuddalore TN.",Cuddalore,PHC,Multi,Govt-MTM,Govt,51,2021-08-19,2021,2025-12-05 10:57:40,2025-12-05 10:57:40
12335,1470,Vidal,H_24614,"GUPHC, Kurinjipadi, Vadalur, Cuddalore TN.",Cuddalore,PHC,Multi,Govt-MTM,Govt,51,2021-08-19,2021,2025-12-05 10:57:40,2025-12-05 10:57:40
12336,1471,Vidal,H_24623,"GUPHC, Mangalur, Cuddalore TN. ",Cuddalore,PHC,Multi,Govt-MTM,Govt,51,2021-08-19,2021,2025-12-05 10:57:40,2025-12-05 10:57:40
12330,1465,Vidal,H_24607,"GUPHC, Naduveerapattu, Cuddalore TN.",Cuddalore,PHC,Multi,Govt-MTM,Govt,51,2021-08-19,2021,2025-12-05 10:57:40,2025-12-05 10:57:40
12337,1472,Vidal,H_24624,"GUPHC, Nallur, Pennadam, Cuddalore TN. ",Cuddalore,PHC,Multi,Govt-MTM,Govt,51,2021-08-19,2021,2025-12-05 10:57:40,2025-12-05 10:57:40
12338,1473,Vidal,H_24625,"GUPHC, Panruti, Marungur, Cuddalore TN.",Cuddalore,PHC,Multi,Govt-MTM,Govt,51,2021-08-19,2021,2025-12-05 10:57:40,2025-12-05 10:57:40
12340,1475,Vidal,H_24968,"GUPHC,Karaikadu,Cuddalore,TN.",Cuddalore,PHC,Multi,Govt-MTM,Govt,55,2021-11-12,2021,2025-12-05 10:57:40,2025-12-05 10:57:40
12341,1476,Vidal,H_24969,"GUPHC,Kattumannarkoil,Muttam,Cuddalore,TN.",Cuddalore,PHC,Multi,Govt-MTM,Govt,55,2021-11-12,2021,2025-12-05 10:57:40,2025-12-05 10:57:40
12343,1478,Vidal,H_24974,"GUPHC,Kattumannarkoil,Srimushnam,Cuddalore TN.",Cuddalore,PHC,Multi,Govt-MTM,Govt,55,2021-11-12,2021,2025-12-05 10:57:40,2025-12-05 10:57:40
12344,1479,Vidal,H_24975,"GUPHC,Kurinjipadi,Theerthanagiri,Cuddalore,TN.",Cuddalore,PHC,Multi,Govt-MTM,Govt,55,2021-11-12,2021,2025-12-05 10:57:40,2025-12-05 10:57:40
12345,1480,Vidal,H_24976,"GUPHC,Kurinjipadi,Thiruchopuram,Cuddalore TN.",Cuddalore,PHC,Multi,Govt-MTM,Govt,55,2021-11-12,2021,2025-12-05 10:57:40,2025-12-05 10:57:40
12347,1482,Vidal,H_24978,"GUPHC,Mangalur,Tholudar,Cuddalore,TN.",Cuddalore,PHC,Multi,Govt-MTM,Govt,55,2021-11-12,2021,2025-12-05 10:57:40,2025-12-05 10:57:40
12342,1477,Vidal,H_24973,"GUPHC,Parangipettai,Puduchathiram,Cuddalore,TN.",Cuddalore,PHC,Multi,Govt-MTM,Govt,55,2021-11-12,2021,2025-12-05 10:57:40,2025-12-05 10:57:40
12346,1481,Vidal,H_24977,"GUPHC,Thiruvandipuram,Cuddalore,TN.",Cuddalore,PHC,Multi,Govt-MTM,Govt,55,2021-11-12,2021,2025-12-05 10:57:40,2025-12-05 10:57:40
12339,1474,Vidal,H_24626,"GUPHC,Virudhachalam, Mangalampettai, Cuddalore TN.",Cuddalore,PHC,Multi,Govt-MTM,Govt,51,2021-08-19,2021,2025-12-05 10:57:40,2025-12-05 10:57:40
12354,1489,Vidal,H_19771,"Jipmer Hospital Pondicherry,TN.",Cuddalore,PVT-MC,Multi,PVT-MC,Pvt,3,2017-04-04,2017,2025-12-05 10:57:40,2025-12-05 10:57:40
12349,1484,Vidal,H_19413,"Krishna Advanced Mri Ct,Nellikuppam,Cuddalore Dc.",Cuddalore,DC PVT-STANDALONE,PVT-STANDALONE,PVT DC -STANDALONE,Pvt,2,2017-03-27,2017,2025-12-05 10:57:40,2025-12-05 10:57:40
12365,1500,Vidal,H_22096,"Krishna Cancer Institute,Cuddalore,TN.",Cuddalore,PVT HOSPITAL,Single,PVT HOSPITAL,Pvt,5,2017-04-19,2017,2025-12-05 10:57:40,2025-12-05 10:57:40
12357,1492,Vidal,H_18771,"KRISHNA HOSPITAL, Cuddalore TN.",Cuddalore,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,4,2017-04-12,2017,2025-12-05 10:57:40,2025-12-05 10:57:40
12358,1493,Vidal,H_18614,"Mahatma Gandhi Medical College,Pondicherry TN.",Cuddalore,PVT-MC,Multi,PVT-MC,Pvt,4,2017-04-12,2017,2025-12-05 10:57:40,2025-12-05 10:57:40
12359,1494,Vidal,H_18801,"MANAKULA VINAYAGAR MEDICAL COLLEGE, PONDICHERRY TN",Cuddalore,PVT-MC,Multi,PVT-MC,Pvt,4,2017-04-12,2017,2025-12-05 10:57:40,2025-12-05 10:57:40
12352,1487,Vidal, H_18245,"PIMS, Pondicherry TN.",Cuddalore,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,1,2017-03-20,2017,2025-12-05 10:57:40,2025-12-05 10:57:40
12351,1486,Vidal,H_22028,"Puducherry Cancer Trust and ResCtr,Pondicherry,TN.",Cuddalore,PVT HOSPITAL,Single,PVT HOSPITAL,Pvt,1,2017-03-20,2017,2025-12-05 10:57:40,2025-12-05 10:57:40
12317,1452,Vidal,H_18357,"Rajah Muthiah Med Coll And Hospital, Cuddalore TN.",Cuddalore,Govt-DME,Multi,Govt-DME,Govt,1,2017-03-20,2017,2025-12-05 10:57:40,2025-12-05 10:57:40
12360,1495,Vidal,H_21408,"Sri Lakshmi Narayana Institute, Pondicherry TN.",Cuddalore,PVT-MC,Multi,PVT-MC,Pvt,4,2017-04-12,2017,2025-12-05 10:57:40,2025-12-05 10:57:40
12361,1496,Vidal,H_18802,"SRI VENKATESWARA MEDICAL COLLEGE, PONDICHERRY TN.",Cuddalore,PVT-MC,Multi,PVT-MC,Pvt,4,2017-04-12,2017,2025-12-05 10:57:40,2025-12-05 10:57:40
12366,1501,Vidal,H_22095,"Subha Anandham Medical Centre,Cuddalore,TN.",Cuddalore,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,5,2017-04-19,2017,2025-12-05 10:57:40,2025-12-05 10:57:40
12350,1485,Vidal,H_26324,"Uniscans and Labs Pvt Ltd, Cuddalore, DC.",Cuddalore,DC PVT-STANDALONE,Multi,PVT DC -STANDALONE,Pvt,91,2025-10-28,2025,2025-12-05 10:57:40,2025-12-05 10:57:40
12362,1497,Vidal,H_18346,"Vinayaga Mission Hospital, Pondicherry TN.",Cuddalore,PVT-MC,Multi,PVT-MC,Pvt,4,2017-04-12,2017,2025-12-05 10:57:40,2025-12-05 10:57:40
11524,654,MA,H_26316,"	
Ranga Spr Spl Hosp And Neurocare, Dharmapuri, TN.",Dharmapuri,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,91,2025-10-28,2025,2025-12-05 10:57:38,2025-12-05 10:57:38
11517,647,MA,H_26128,"Ammakannu Speciality Hospital, Dharmapuri, TN.",DHARMAPURI,PVT HOSPITAL,Multiple,PVT HOSPITAL,Pvt,82,2025-01-06,2025,2025-12-05 10:57:38,2025-12-05 10:57:38
11502,632,MA,H_22072,"BGR Hospital,Dharmapurai TN.",Dharmapuri,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,4,2017-04-12,2017,2025-12-05 10:57:38,2025-12-05 10:57:38
11521,651,MA,H_26188,"Bharathi Speciality Hospital, Dharmapuri, TN.",Dharmapuri,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,87,2025-05-28,2025,2025-12-05 10:57:38,2025-12-05 10:57:38
11496,626,MA,H_20045,"D.N.V.Diagnostics, Dharmapuri DC.",Dharmapuri,DC PVT-STANDALONE,PVT-STANDALONE,PVT DC -STANDALONE,Pvt,5,2017-04-20,2017,2025-12-05 10:57:38,2025-12-05 10:57:38
11481,611,MA,H_20956,"District Diff. abled welfare office,Dharmapuri TN.",Dharmapuri,DDWO,DDWO,DDWO,Govt,15,2018-04-18,2018,2025-12-05 10:57:38,2025-12-05 10:57:38
11503,633,MA,H_18347,"DNV Ortho Care,Dharampuri TN.",Dharmapuri,PVT HOSPITAL,Single,PVT HOSPITAL,Pvt,4,2017-04-12,2017,2025-12-05 10:57:38,2025-12-05 10:57:38
11500,630,MA,H_18681,"DNV Polyclinic,Dharmapuri TN.",Dharmapuri,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,1,2017-03-20,2017,2025-12-05 10:57:38,2025-12-05 10:57:38
11497,627,MA,H_19896,"Doppler Scan, Dharmapuri DC.",Dharmapuri,DC PVT-STANDALONE,PVT-STANDALONE,PVT DC -STANDALONE,Pvt,5,2017-04-20,2017,2025-12-05 10:57:38,2025-12-05 10:57:38
11516,646,MA,H_26125,"Global Critical Care Hospital, Dharmapuri TN.",DHARMAPURI,PVT HOSPITAL,Single,PVT HOSPITAL,Pvt,82,2025-01-06,2025,2025-12-05 10:57:38,2025-12-05 10:57:38
11483,613,MA,H_18896,"Govt Hospital Harur,Dharmapuri TN.",Dharmapuri,Sub-district Hospital,Multi,Govt-DMS,Govt,1,2017-03-20,2017,2025-12-05 10:57:38,2025-12-05 10:57:38
11484,614,MA,H_20068,"Govt Hospital, Palacode, Dharmapuri TN.",Dharmapuri,Sub-district Hospital,Multi,Govt-DMS,Govt,1,2017-03-20,2017,2025-12-05 10:57:38,2025-12-05 10:57:38
11485,615,MA,H_21136,"Govt Hospital, Pappireddipatti, Dharmapuri TN.",Dharmapuri,Sub-district Hospital,Multi,Govt-DMS,Govt,1,2017-03-20,2017,2025-12-05 10:57:38,2025-12-05 10:57:38
11482,612,MA,H_18695,"Govt. Dharmapuri Medical College,Dharmapuri TN.",Dharmapuri,Govt-DME,Multi,Govt-DME,Govt,1,2017-03-20,2017,2025-12-05 10:57:38,2025-12-05 10:57:38
11486,616,MA,H_18476,"Govt. Head Quarters Hospital,Dharmapuri TN.",Dharmapuri,District Hospital,Multi,Govt-DMS,Govt,1,2017-03-20,2017,2025-12-05 10:57:38,2025-12-05 10:57:38
11489,619,MA,H_24619,"GUPHC,D.Thurinchipatti,Dharmapuri TN. ",Dharmapuri,PHC,Multi,Govt-MTM,Govt,51,2021-08-19,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11490,620,MA,H_24620,"GUPHC,Harur,Theerthamalai,Dharmapuri TN.",Dharmapuri,PHC,Multi,Govt-MTM,Govt,51,2021-08-19,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11487,617,MA,H_24617,"GUPHC,Karimangalam,Dharmapuri TN.",Dharmapuri,PHC,Multi,Govt-MTM,Govt,51,2021-08-19,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11488,618,MA,H_24618,"GUPHC,Morappur,Dharmapuri TN.",Dharmapuri,PHC,Multi,Govt-MTM,Govt,51,2021-08-19,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11494,624,MA,H_24980,"GUPHC,Nallampalli,Thoppur,,Dharmapuri,TN.",Dharmapuri,PHC,Multi,Govt-MTM,Govt,55,2021-11-12,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11491,621,MA,H_24621,"GUPHC,Palacode,Marandahalli,Dharmapuri TN.",Dharmapuri,PHC,Multi,Govt-MTM,Govt,51,2021-08-19,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11493,623,MA,H_24979,"GUPHC,Pappireddipatti,Bairanatham,Darmapuri TN.",Dharmapuri,PHC,Multi,Govt-MTM,Govt,55,2021-11-12,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11492,622,MA,H_24622,"GUPHC,Pennagaram,Eriyur,Dharmapuri TN.",Dharmapuri,PHC,Multi,Govt-MTM,Govt,51,2021-08-19,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11515,645,MA,H_26090,"Guru Hospital, Dharmapuri, TN.",Dharmapuri,PVT HOSPITAL,Single,PVT HOSPITAL,Pvt,80,2024-10-04,2024,2025-12-05 10:57:38,2025-12-05 10:57:38
11510,640,MA,H_22670,"Jothi Laser Eye hospital, Dharmapuri TN.",Dharmapuri,PVT HOSPITAL,Single,PVT HOSPITAL,Pvt,21,2018-07-16,2018,2025-12-05 10:57:38,2025-12-05 10:57:38
11504,634,MA,H_18891,"K.S.Hospital,Dharmapuri TN.",Dharmapuri,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,4,2017-04-12,2017,2025-12-05 10:57:38,2025-12-05 10:57:38
11505,635,MA,H_18889,"Kamalam Hospital,Dharmapuri TN.",Dharmapuri,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,4,2017-04-12,2017,2025-12-05 10:57:38,2025-12-05 10:57:38
11514,644,MA,H_26037,"Kavan Hospital, Dharmapuri, TN.",Dharmapuri,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,78,2024-08-01,2024,2025-12-05 10:57:38,2025-12-05 10:57:38
11511,641,MA,H_22795,"Krishna Eye Foundation, Dharmapuri TN.",Dharmapuri,PVT HOSPITAL,Single,PVT HOSPITAL,Pvt,29,2019-02-12,2019,2025-12-05 10:57:38,2025-12-05 10:57:38
11506,636,MA,H_18558,"KV Hospital,Dharmapuri TN.",Dharmapuri,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,4,2017-04-12,2017,2025-12-05 10:57:38,2025-12-05 10:57:38
11513,643,MA,H_24844,"Meenakshi Hosp and fertility Centre,Dharmapuri TN. ",Dharmapuri,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,53,2021-09-18,2021,2025-12-05 10:57:38,2025-12-05 10:57:38
11523,653,MA,H_26292,"Niranjan Hospital, Dharmapuri, TN.  ",Dharmapuri,PVT HOSPITAL,multi,PVT HOSPITAL,Pvt,90,2025-09-24,2025,2025-12-05 10:57:38,2025-12-05 10:57:38
11518,648,MA,H_26124,"Nithya Hospital, Dharmapuri TN.",Dharmapuri,PVT HOSPITAL,Multiple,PVT HOSPITAL,Pvt,82,2025-01-06,2025,2025-12-05 10:57:38,2025-12-05 10:57:38
11507,637,MA,H_18546,"Om Sakthi Hospital,Dharmapuri TN.",Dharmapuri,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,4,2017-04-12,2017,2025-12-05 10:57:38,2025-12-05 10:57:38
11508,638,MA,H_18306,"Supa Hospital, Pvt.Ltd, Dharmapuri TN.",Dharmapuri,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,4,2017-04-12,2017,2025-12-05 10:57:38,2025-12-05 10:57:38
11498,628,MA,H_25750 ,"Tesla Scans, Dharmapuri DC.",Dharmapuri,DC PVT-STANDALONE,PVT-STANDALONE,PVT DC -STANDALONE,Pvt,,2022-12-14,2022,2025-12-05 10:57:38,2025-12-05 10:57:38
11501,631,MA,H_18709,"Thangam Hospital,Dharmapuri TN.",Dharmapuri,PVT HOSPITAL,Multi,PVT HOSPITAL,Pvt,1,2017-03-20,2017,2025-12-05 10:57:38,2025-12-05 10:57:38
11499,629,MA,H_26111,"Tharika Scans and Diagnostics, Dharmapuri, DC.",Dharmapuri,DC PVT-STANDALONE,PVT-STANDALONE,PVT DC -STANDALONE,Pvt,81,2024-12-04,2024,2025-12-05 10:57:38,2025-12-05 10:57:38
